Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27.0,No,Travel_Frequently,Research & Development,1.0,Below College,Technical Degree,High,Male,Medium,Officer,Manufacturing Director,Low,Married,4298,9679,5,No,19,Excellent,High,1,6,1,Better,2,2,2,0
37.0,No,Travel_Rarely,Human Resources,25.0,Below College,Life Sciences,High,Female,High,Staff,Human Resources,High,Married,2942,8916,1,No,23,Outstanding,Very High,1,8,3,Better,8,7,5,7
44.0,No,Travel_Frequently,Sales,1.0,Doctor,Marketing,Low,Female,High,Officer,Sales Executive,High,Married,4768,9282,7,No,12,Excellent,High,1,11,4,Good,1,0,0,0
37.0,No,Travel_Rarely,Research & Development,4.0,College,Other,High,Male,High,Staff,Laboratory Technician,Very High,Divorced,1951,10910,1,No,12,Excellent,High,1,1,3,Better,1,0,0,0
27.0,No,Travel_Rarely,Research & Development,11.0,Below College,Life Sciences,Medium,Male,High,Staff,Laboratory Technician,Low,Married,2099,7679,0,No,14,Excellent,Medium,0,6,3,Best,5,0,1,4
52.0,No,Travel_Rarely,Research & Development,2.0,Bachelor,Life Sciences,High,Female,Medium,Staff,Laboratory Technician,Very High,Single,3212,3300,7,No,15,Excellent,Medium,0,6,3,Good,2,2,2,2
34.0,Yes,Non-Travel,Sales,19.0,Bachelor,Marketing,Low,Male,Very High,Officer,Sales Executive,Very High,Single,5304,4652,8,Yes,13,Excellent,Medium,0,9,3,Good,5,2,0,4
37.0,Yes,Travel_Rarely,Research & Development,16.0,Master,Medical,Low,Male,High,Staff,Laboratory Technician,Medium,Divorced,2373,14180,2,Yes,13,Excellent,Very High,1,5,2,Better,3,2,0,2
37.0,No,Travel_Rarely,Research & Development,23.0,Bachelor,Life Sciences,Low,Female,High,Staff,Research Scientist,Very High,Divorced,2886,3032,1,No,22,Outstanding,Medium,2,3,3,Bad,3,2,0,2
40.0,No,Travel_Rarely,Research & Development,2.0,Bachelor,Medical,Medium,Female,Medium,Officer,Laboratory Technician,High,Married,3448,13436,6,No,22,Outstanding,Medium,1,20,3,Better,1,0,0,0
47.0,No,Travel_Rarely,Research & Development,2.0,College,Other,High,Female,High,Manager,Manager,Very High,Married,16752,12982,1,Yes,11,Excellent,High,1,26,3,Good,26,14,3,0
37.0,Yes,Travel_Rarely,Sales,10.0,Bachelor,Medical,Very High,Male,Medium,Assistant Manager,Sales Executive,Low,Married,10306,21530,9,No,17,Excellent,High,0,15,3,Better,13,12,6,0
50.0,No,Travel_Frequently,Research & Development,22.0,Doctor,Medical,High,Male,Low,Manager,Research Director,Very High,Single,14411,24450,1,Yes,13,Excellent,Very High,0,32,2,Better,32,6,13,9
37.0,No,Travel_Rarely,Research & Development,25.0,Bachelor,Technical Degree,Very High,Male,Medium,Assistant Manager,Manufacturing Director,Medium,Married,10903,9129,3,No,16,Excellent,Low,0,16,2,Better,13,10,4,8
21.0,No,Travel_Rarely,Research & Development,8.0,Below College,Medical,High,Male,High,Staff,Research Scientist,Very High,Single,3117,26009,1,No,18,Excellent,High,0,3,2,Better,2,2,2,2
27.0,No,Travel_Rarely,Research & Development,2.0,Master,Technical Degree,Medium,Male,High,Staff,Research Scientist,Medium,Married,2226,6073,1,No,11,Excellent,High,1,6,3,Good,5,3,1,2
48.0,No,Travel_Rarely,Sales,2.0,Below College,Marketing,Medium,Male,Very High,Officer,Sales Executive,Medium,Married,8120,18597,3,No,12,Excellent,Very High,0,12,3,Better,2,2,2,2
36.0,No,Travel_Rarely,Research & Development,8.0,Bachelor,Technical Degree,High,Female,High,Assistant Manager,Healthcare Representative,High,Divorced,10096,8202,1,No,13,Excellent,Medium,3,17,2,Better,17,14,12,8
37.0,Yes,Travel_Rarely,Research & Development,24.0,Bachelor,Life Sciences,High,Male,Medium,Staff,Laboratory Technician,High,Single,2028,12947,5,Yes,14,Excellent,Medium,0,6,4,Better,4,2,0,3
36.0,No,Travel_Rarely,Research & Development,7.0,Bachelor,Life Sciences,Low,Male,High,Staff,Laboratory Technician,Medium,Single,2013,10950,2,No,11,Excellent,High,0,15,4,Better,4,3,1,3
30.0,No,Travel_Rarely,Human Resources,1.0,Bachelor,Life Sciences,High,Male,High,Staff,Human Resources,High,Divorced,2064,15428,0,No,21,Outstanding,Low,1,6,3,Best,5,3,1,3
48.0,No,Travel_Rarely,Research & Development,1.0,Master,Life Sciences,Very High,Female,Medium,Manager,Manager,Low,Married,15402,17997,7,No,11,Excellent,Low,1,21,3,Bad,3,2,0,2
55.0,No,Travel_Rarely,Research & Development,2.0,Bachelor,Life Sciences,High,Female,High,Manager,Manager,Very High,Single,16659,23258,2,Yes,13,Excellent,High,0,30,2,Better,5,4,1,2
55.0,No,Travel_Rarely,Research & Development,14.0,Master,Medical,High,Male,Very High,Senior Manager,Research Director,Medium,Single,18722,13339,8,No,11,Excellent,Very High,0,36,3,Better,24,15,2,15
34.0,No,Travel_Rarely,Sales,10.0,Master,Life Sciences,High,Female,High,Staff,Sales Representative,High,Married,2220,18410,1,Yes,19,Excellent,Very High,1,1,2,Better,1,1,0,0
30.0,Yes,Travel_Frequently,Sales,26.0,Master,Marketing,High,Female,Medium,Officer,Sales Executive,Low,Single,6696,22967,5,No,15,Excellent,High,0,9,5,Good,6,3,0,1
37.0,Yes,Travel_Rarely,Sales,4.0,Bachelor,Technical Degree,Very High,Male,High,Assistant Manager,Sales Executive,Low,Single,9582,10333,0,Yes,22,Outstanding,Low,0,9,2,Better,8,7,4,7
54.0,No,Travel_Frequently,Research & Development,11.0,Master,Medical,Medium,Female,High,Manager,Manager,Very High,Divorced,16032,24456,3,No,20,Outstanding,Low,1,26,2,Better,14,9,1,12
42.0,No,Non-Travel,Human Resources,2.0,Doctor,Medical,Very High,Male,Very High,Officer,Human Resources,Low,Married,6272,12858,7,No,16,Excellent,Low,1,10,3,Best,4,3,0,3
29.0,No,Travel_Rarely,Research & Development,9.0,Doctor,Other,Medium,Male,Medium,Staff,Laboratory Technician,Very High,Single,3983,7621,0,No,17,Excellent,High,0,4,2,Better,3,2,2,2
47.0,No,Travel_Rarely,Sales,4.0,College,Life Sciences,Very High,Female,High,Officer,Sales Executive,Very High,Single,4163,8571,1,Yes,17,Excellent,High,0,9,0,Better,9,0,0,7
42.0,No,Travel_Frequently,Sales,26.0,Bachelor,Marketing,High,Female,High,Manager,Sales Executive,Medium,Married,13525,14864,5,No,14,Excellent,Very High,1,23,2,Best,20,4,4,8
31.0,Yes,Travel_Rarely,Research & Development,8.0,Bachelor,Life Sciences,Low,Female,Medium,Staff,Research Scientist,Medium,Single,1261,22262,1,No,12,Excellent,High,0,1,3,Best,1,0,0,0
51.0,No,Travel_Rarely,Research & Development,8.0,Bachelor,Technical Degree,Low,Female,High,Assistant Manager,Manager,High,Married,13116,22984,2,No,11,Excellent,Very High,0,15,2,Better,2,2,2,2
33.0,No,Travel_Rarely,Research & Development,1.0,Doctor,Medical,Low,Female,Very High,Manager,Research Director,High,Divorced,16184,22578,4,No,19,Excellent,High,1,10,2,Better,6,1,0,5
39.0,No,Travel_Rarely,Research & Development,6.0,Below College,Medical,Very High,Male,Medium,Assistant Manager,Healthcare Representative,Low,Married,9991,21457,4,No,15,Excellent,Low,1,9,5,Better,7,7,1,7
21.0,No,Travel_Rarely,Research & Development,1.0,Below College,Technical Degree,Very High,Female,Medium,Staff,Research Scientist,Medium,Single,2070,25326,1,Yes,11,Excellent,High,0,2,6,Best,2,2,2,2
36.0,No,Travel_Rarely,Research & Development,6.0,Bachelor,Life Sciences,Very High,Male,High,Staff,Laboratory Technician,Very High,Married,3210,20251,0,No,11,Excellent,High,1,16,4,Better,15,13,10,11
43.0,No,Travel_Rarely,Research & Development,6.0,Bachelor,Medical,Low,Female,Medium,Officer,Research Scientist,High,Single,4081,20003,1,Yes,14,Excellent,Low,0,20,3,Bad,20,7,1,8
49.0,No,Non-Travel,Research & Development,18.0,Master,Life Sciences,Very High,Male,High,Officer,Manufacturing Director,Very High,Divorced,6804,23793,1,Yes,15,Excellent,Low,2,7,0,Better,7,7,1,7
27.0,No,Non-Travel,Research & Development,9.0,Bachelor,Medical,Very High,Male,High,Staff,Research Scientist,Medium,Divorced,2024,5970,6,No,18,Excellent,Very High,1,6,1,Bad,2,2,2,2
37.0,No,Travel_Rarely,Research & Development,25.0,Master,Medical,High,Female,High,Assistant Manager,Healthcare Representative,High,Divorced,10388,6975,1,Yes,11,Excellent,High,1,16,3,Good,16,10,10,1
56.0,No,Travel_Frequently,Sales,6.0,Bachelor,Life Sciences,High,Female,Very High,Manager,Sales Executive,Low,Married,13212,18256,9,No,11,Excellent,Very High,3,36,0,Good,7,7,7,7
30.0,No,Travel_Rarely,Sales,8.0,College,Other,High,Male,High,Assistant Manager,Sales Executive,High,Divorced,7264,9977,5,No,11,Excellent,Low,1,10,2,Best,8,4,7,7
42.0,No,Travel_Rarely,Research & Development,9.0,College,Other,Very High,Male,Medium,Senior Manager,Manager,Very High,Single,19613,26362,8,No,22,Outstanding,Very High,0,24,2,Better,1,0,0,1
23.0,No,Travel_Rarely,Research & Development,10.0,Below College,Medical,Low,Male,Very High,Staff,Research Scientist,High,Single,3505,19630,1,No,18,Excellent,Very High,0,2,3,Better,2,2,0,2
37.0,Yes,Travel_Rarely,Sales,9.0,College,Life Sciences,Low,Male,Medium,Staff,Sales Representative,Low,Married,4400,15182,3,No,12,Excellent,Low,0,6,2,Better,3,2,2,2
24.0,No,Travel_Rarely,Sales,4.0,Below College,Medical,Very High,Female,High,Officer,Sales Executive,High,Married,4162,15211,1,Yes,12,Excellent,High,2,5,3,Better,5,4,0,3
29.0,No,Travel_Rarely,Research & Development,9.0,Bachelor,Life Sciences,High,Male,Very High,Staff,Research Scientist,High,Married,2451,22376,6,No,18,Excellent,Low,2,5,2,Good,1,0,0,0
29.0,Yes,Travel_Rarely,Sales,27.0,Bachelor,Marketing,Medium,Female,High,Assistant Manager,Sales Executive,Very High,Married,7639,24525,1,No,22,Outstanding,Very High,3,10,3,Good,10,4,1,9
24.0,Yes,Travel_Rarely,Research & Development,1.0,Bachelor,Medical,Medium,Male,High,Staff,Research Scientist,Very High,Married,2293,3020,2,Yes,16,Excellent,Low,1,6,2,Good,2,0,2,0
43.0,No,Travel_Rarely,Sales,25.0,Bachelor,Medical,High,Male,Medium,Assistant Manager,Sales Executive,Very High,Divorced,10798,5268,5,No,13,Excellent,High,1,18,5,Better,1,0,0,0
37.0,No,Travel_Rarely,Research & Development,6.0,Master,Life Sciences,Medium,Male,Low,Officer,Research Scientist,Very High,Single,6646,19368,1,No,13,Excellent,Medium,0,17,3,Better,17,11,11,8
34.0,No,Travel_Rarely,Sales,28.0,Bachelor,Marketing,Very High,Female,Medium,Officer,Sales Executive,High,Married,6712,8978,1,No,21,Outstanding,Very High,2,8,2,Better,8,7,1,7
37.0,Yes,Travel_Rarely,Research & Development,17.0,Bachelor,Technical Degree,High,Male,Medium,Staff,Laboratory Technician,Very High,Divorced,2367,18779,5,No,12,Excellent,Low,1,6,2,Good,4,1,0,3
51.0,No,Travel_Rarely,Sales,21.0,Master,Marketing,High,Male,High,Officer,Sales Executive,Very High,Single,5441,8423,0,Yes,22,Outstanding,Very High,0,11,2,Bad,10,7,1,0
33.0,No,Travel_Rarely,Sales,10.0,Master,Marketing,Medium,Male,High,Officer,Sales Executive,High,Single,5487,10410,1,No,14,Excellent,Medium,0,10,2,Good,10,4,0,9
59.0,No,Travel_Rarely,Sales,8.0,Bachelor,Life Sciences,High,Female,Medium,Officer,Sales Executive,Very High,Single,5171,16490,5,No,17,Excellent,Very High,0,13,2,Better,6,1,0,5
45.0,No,Travel_Rarely,Sales,2.0,College,Technical Degree,Medium,Male,Low,Officer,Sales Representative,High,Single,6632,12388,0,No,13,Excellent,Low,0,9,3,Better,8,7,3,1
37.0,Yes,Travel_Rarely,Sales,13.0,College,Marketing,Very High,Female,High,Officer,Sales Executive,High,Single,9854,23352,3,Yes,11,Excellent,Very High,0,6,0,Better,2,0,2,2
20.0,Yes,Travel_Frequently,Sales,9.0,Bachelor,Marketing,Very High,Female,High,Staff,Sales Representative,Very High,Single,2323,17205,1,Yes,14,Excellent,Medium,0,2,3,Better,2,2,0,2
32.0,No,Non-Travel,Sales,26.0,Master,Marketing,High,Male,High,Officer,Sales Executive,Very High,Married,4465,12069,0,No,18,Excellent,Low,0,4,2,Better,3,2,2,2
34.0,No,Travel_Rarely,Research & Development,19.0,College,Medical,Medium,Male,High,Staff,Laboratory Technician,Very High,Divorced,2661,8758,0,No,11,Excellent,High,1,3,2,Better,2,2,1,2
43.0,No,Travel_Frequently,Research & Development,10.0,Master,Life Sciences,High,Female,High,Staff,Laboratory Technician,Very High,Single,2455,10675,0,No,19,Excellent,Low,0,9,5,Better,8,7,1,7
32.0,No,Travel_Rarely,Research & Development,4.0,Bachelor,Life Sciences,High,Female,Medium,Officer,Manufacturing Director,High,Married,6162,19124,1,No,12,Excellent,High,1,14,3,Better,14,13,6,8
40.0,No,Travel_Rarely,Sales,2.0,College,Marketing,Very High,Female,High,Officer,Sales Executive,Medium,Divorced,5715,22553,7,No,12,Excellent,High,2,8,5,Better,5,4,1,3
37.0,Yes,Travel_Rarely,Human Resources,20.0,College,Medical,Very High,Female,High,Staff,Human Resources,Medium,Married,2148,6889,0,Yes,11,Excellent,High,0,6,3,Better,5,1,1,4
41.0,No,Travel_Rarely,Research & Development,14.0,Bachelor,Life Sciences,Low,Male,High,Staff,Research Scientist,High,Divorced,2451,4609,4,No,12,Excellent,Low,1,13,2,Better,9,8,1,8
37.0,No,Travel_Rarely,Research & Development,1.0,Master,Medical,Very High,Male,Medium,Staff,Laboratory Technician,High,Married,2258,16340,6,No,12,Excellent,Medium,1,10,2,Better,8,0,1,7
24.0,No,Non-Travel,Research & Development,11.0,College,Other,Low,Female,Very High,Officer,Manufacturing Director,High,Divorced,4011,8232,0,No,18,Excellent,Very High,1,5,5,Good,4,2,1,3
53.0,No,Travel_Rarely,Sales,8.0,Bachelor,Marketing,Low,Male,High,Manager,Sales Executive,Very High,Married,11836,22789,5,No,14,Excellent,High,1,28,3,Better,2,0,2,2
47.0,No,Travel_Rarely,Human Resources,26.0,Master,Life Sciences,Very High,Female,High,Senior Manager,Manager,High,Married,19658,5220,3,No,11,Excellent,High,1,27,2,Better,5,2,1,0
31.0,Yes,Travel_Frequently,Research & Development,15.0,Bachelor,Medical,High,Male,High,Staff,Laboratory Technician,High,Married,2610,6233,1,No,12,Excellent,High,1,2,5,Good,2,2,2,2
34.0,No,Non-Travel,Sales,10.0,Bachelor,Life Sciences,Very High,Male,High,Officer,Sales Executive,High,Divorced,4001,12313,1,Yes,14,Excellent,High,1,15,3,Better,15,14,0,7
33.0,Yes,Travel_Rarely,Research & Development,1.0,Master,Other,Very High,Male,High,Staff,Research Scientist,Very High,Single,2686,5207,1,Yes,13,Excellent,High,0,10,2,Good,10,9,7,8
32.0,No,Travel_Rarely,Sales,1.0,Master,Marketing,High,Female,High,Assistant Manager,Sales Executive,Very High,Married,10422,24032,1,No,19,Excellent,High,2,14,3,Better,14,10,5,7
41.0,No,Travel_Rarely,Research & Development,6.0,Bachelor,Medical,Very High,Male,High,Staff,Laboratory Technician,Low,Single,4721,3119,2,Yes,13,Excellent,High,0,20,3,Better,18,13,2,17
40.0,No,Non-Travel,Research & Development,16.0,College,Life Sciences,High,Male,High,Staff,Research Scientist,High,Divorced,3544,8532,9,No,16,Excellent,Medium,1,6,0,Better,4,2,0,0
51.0,No,Travel_Rarely,Research & Development,8.0,Bachelor,Medical,Very High,Female,High,Manager,Healthcare Representative,Medium,Single,13734,7192,3,No,18,Excellent,High,0,21,6,Better,7,7,1,0
55.0,Yes,Travel_Rarely,Sales,13.0,Master,Marketing,Low,Male,Very High,Manager,Sales Executive,High,Single,13695,9277,6,Yes,17,Excellent,High,0,24,2,Good,19,7,3,8
52.0,No,Travel_Rarely,Research & Development,1.0,College,Life Sciences,Very High,Male,High,Manager,Manager,Very High,Married,17099,13829,2,No,15,Excellent,Medium,1,26,2,Good,9,8,7,8
54.0,No,Travel_Rarely,Human Resources,19.0,Master,Medical,High,Male,High,Assistant Manager,Human Resources,Medium,Married,10725,6729,2,No,15,Excellent,High,1,16,1,Best,9,7,7,1
23.0,No,Travel_Rarely,Research & Development,20.0,Below College,Life Sciences,Low,Male,High,Officer,Laboratory Technician,High,Single,2272,24812,0,No,14,Excellent,Medium,0,5,2,Better,4,3,1,2
24.0,No,Travel_Rarely,Research & Development,23.0,Bachelor,Medical,Medium,Male,Very High,Staff,Research Scientist,Very High,Married,2725,21630,1,Yes,11,Excellent,Medium,2,6,3,Better,6,5,1,4
20.0,No,Travel_Rarely,Research & Development,8.0,Bachelor,Life Sciences,Low,Male,Medium,Staff,Laboratory Technician,High,Single,3033,12828,1,No,12,Excellent,Low,0,2,2,Good,2,2,1,2
38.0,No,Travel_Rarely,Sales,8.0,Master,Life Sciences,Medium,Male,High,Officer,Sales Executive,Very High,Single,6861,4981,8,Yes,12,Excellent,High,0,19,1,Better,1,0,0,0
29.0,No,Travel_Rarely,Research & Development,15.0,Bachelor,Life Sciences,High,Male,High,Staff,Research Scientist,Very High,Single,2340,22673,1,No,19,Excellent,Low,0,6,1,Better,6,5,1,5
36.0,Yes,Travel_Rarely,Sales,9.0,Master,Life Sciences,High,Male,Medium,Staff,Sales Representative,Low,Single,3407,6986,7,No,23,Outstanding,Medium,0,10,4,Better,5,3,0,3
37.0,No,Travel_Rarely,Sales,8.0,Bachelor,Medical,Medium,Female,High,Staff,Sales Representative,Medium,Married,2856,3692,1,No,19,Excellent,Very High,1,1,3,Better,1,0,0,0
41.0,No,Non-Travel,Research & Development,2.0,Master,Other,Low,Female,Medium,Officer,Healthcare Representative,High,Single,6811,2112,2,Yes,17,Excellent,Low,0,10,3,Better,8,7,0,7
54.0,No,Travel_Rarely,Research & Development,22.0,Doctor,Medical,Medium,Female,High,Manager,Manager,High,Married,17426,18685,3,No,25,Outstanding,High,1,36,6,Better,10,8,4,7
37.0,No,Travel_Rarely,Research & Development,22.0,Bachelor,Life Sciences,Medium,Female,Very High,Assistant Manager,Manager,Medium,Divorced,11996,19100,7,No,18,Excellent,Medium,1,10,6,Good,7,7,6,2
55.0,No,Travel_Rarely,Research & Development,2.0,College,Medical,Very High,Female,Low,Senior Manager,Manager,High,Married,19187,6992,4,No,14,Excellent,Very High,1,23,5,Better,19,9,9,11
37.0,No,Travel_Frequently,Research & Development,2.0,Master,Medical,Low,Male,Medium,Staff,Research Scientist,Very High,Single,4930,13970,0,Yes,14,Excellent,High,0,6,2,Best,5,4,1,4
30.0,Yes,Travel_Frequently,Research & Development,4.0,Bachelor,Technical Degree,High,Male,High,Staff,Research Scientist,Very High,Single,2285,3427,9,Yes,23,Outstanding,High,0,3,4,Better,1,0,0,0
45.0,No,Non-Travel,Sales,9.0,Master,Life Sciences,Medium,Female,Medium,Officer,Sales Executive,High,Married,5593,17970,1,No,13,Excellent,Very High,1,15,2,Better,15,10,4,12
39.0,No,Non-Travel,Research & Development,9.0,Bachelor,Life Sciences,Very High,Male,High,Senior Manager,Manager,Very High,Single,19431,15302,2,No,13,Excellent,High,0,21,3,Good,6,0,1,3
29.0,No,Travel_Rarely,Sales,10.0,Below College,Marketing,Very High,Female,Medium,Officer,Sales Executive,Medium,Divorced,8268,11866,1,Yes,14,Excellent,Low,2,7,2,Better,7,7,1,7
37.0,No,Travel_Frequently,Research & Development,1.0,Below College,Medical,Low,Female,Medium,Staff,Research Scientist,High,Divorced,2007,25265,1,No,13,Excellent,High,2,5,5,Better,5,3,1,3
29.0,Yes,Travel_Frequently,Research & Development,24.0,College,Life Sciences,Very High,Male,Medium,Staff,Research Scientist,Very High,Single,2439,14753,1,Yes,24,Outstanding,Medium,0,1,3,Good,1,0,1,0
43.0,No,Travel_Frequently,Research & Development,28.0,Bachelor,Medical,Medium,Female,Very High,Staff,Research Scientist,High,Single,4739,16090,4,No,12,Excellent,Very High,0,18,2,Better,3,2,1,2
24.0,Yes,Travel_Rarely,Research & Development,17.0,College,Life Sciences,Very High,Female,High,Staff,Laboratory Technician,Medium,Married,2210,3372,1,No,13,Excellent,Low,1,1,3,Bad,1,0,0,0
37.0,No,Travel_Rarely,Research & Development,10.0,Master,Medical,Low,Female,High,Officer,Healthcare Representative,High,Single,6142,4223,3,Yes,16,Excellent,High,0,10,4,Better,5,2,0,4
53.0,Yes,Travel_Rarely,Sales,24.0,Master,Life Sciences,Low,Male,High,Assistant Manager,Sales Executive,Low,Single,10448,5843,6,Yes,13,Excellent,Medium,0,15,2,Good,2,2,2,2
51.0,No,Travel_Rarely,Research & Development,9.0,Master,Life Sciences,Very High,Male,High,Staff,Laboratory Technician,Very High,Married,2075,18725,3,No,23,Outstanding,Medium,2,10,4,Better,4,2,0,3
43.0,No,Travel_Frequently,Research & Development,10.0,Master,Life Sciences,High,Female,Medium,Officer,Laboratory Technician,High,Divorced,5257,6227,1,No,11,Excellent,Medium,1,9,3,Best,9,7,0,0
23.0,No,Travel_Rarely,Research & Development,4.0,Below College,Medical,High,Female,High,Staff,Laboratory Technician,Medium,Single,3295,12862,1,No,13,Excellent,High,0,3,3,Bad,3,2,1,2
41.0,No,Travel_Rarely,Sales,2.0,Doctor,Life Sciences,Medium,Female,High,Manager,Manager,Low,Married,16595,5626,7,No,16,Excellent,Medium,1,22,2,Better,18,16,11,8
33.0,No,Non-Travel,Sales,22.0,College,Marketing,High,Male,High,Officer,Sales Executive,Medium,Married,6146,15480,0,No,13,Excellent,Low,1,8,2,Best,7,7,0,7
